Campo;Descripcion
S802F;Cree_Ud._que_se_pueden_contraer_el_SIDA_(VIH)_comparten_baño,_ducha_y/o_piscinas
S802;Cree_Ud._Que_una_persona_puede_hacer_algo_para_prevenir_el_virus_que_causa_el_SIDA_(VIH)
V754JP;Cree_usted_que_las_personas_pueden_adquirir_el_virus_del_SIDA_por_la_picadura_de_mosquito
V754BP;Cree_usted_que_las_personas_que_no_tienen_relaciones_sexuales_tienen_menos_riesgo_de_adquirir_el_virus_que_causa_el_SIDA_(VIH)
V754CP;"Cree_usted_que_las_personas_que_usan_condón_cada_vez_que_tienen_relaciones_sexuales
,tienen_menos_riesgo_de_adquirir_el_virus_que_causa_el_SIDA_(VIH)"
V754DP;Cree_usted_que_las_personas_tienen_menos_riesgo_de_adquirir_el_virus_que_causa_el_SIDA_(VIH)_si_tienen_una_sola_tener_una_pareja_sexual_que_no_este_infectado_y_que_no_tenga_otras_parejas
H37P;CS_otro_para_fiebre/tos
HV246K;CS_propio
Q465DJ;Cuál_es_la_razón_por_la_cual_no_consumió_el_hierro
Q465DF;Cuál_es_la_razón_por_la_cual_no_recibió_hierro
D125;Cualquier_otra_persona_la_obligó_a_realizar_actos_sexuales
D111;Cualquier_resultado_por_causa_de_su_esposo/compañero
H35;Cualquier_vacuna_en_los_últimos_2_años_forma_parte_de_la_campaña
V466;Cuando_el_niño_está_gravemente_enfermo,_Ud._puede_decidir_de_llevarlo_a_tratamiento_médico
QI478I1;Cuando_ella_(él)_dibuja_una_persona_a_cuál_de_estas_figuras_se_parece_más_su_dibujo
QI478G2_C;Cuando_ella_(él)_habla:_Usa_frases_de_2_a_4_palabras_que_todas_las_personas_entienden
QI478G2_A;Cuando_ella_(él)_habla:_usa_palabras
QI478G2_B;Cuando_ella_(él)_habla:_Usa_palabras_que_todas_las_personas_entienden
QI478H1;Cuando_ella_(él)_habla_dice_frases_con_un_sujeto_y_una_acción_como_“bebé_llora”
QI478H2;Cuando_ella_(él)_habla_dice_oraciones_como_“vamos_a_la_casa”,_“dónde_está_la_abuela”,_“mi_mamá_es_linda”
QI478H5;Cuando_ella_(él)_hace_un_garabato_o_dibujo_dice_lo_que_dibujó
QI478J3;Cuando_ella_(él)_juega_con_otras(os)_niñas(os),_es_un_personaje_como_la_mamá,_el_monstruo_o_un_animalito
QI478I2;Cuando_ella_(él)_juega_dice_que_las_cosas_o_muñecos_tienen_emociones_o_sensaciones,_es_decir_que_están_contentos,_molestos,_tienen_hambre_o_frio,_etc.
QI478J2;Cuando_ella_(él)_Juega_sola(o),_juega_a_ser_otra_persona
QI478F3;Cuando_ella_(él)_quiere_algo,_pide_con_palabras
QI478H10;Cuando_ella_(él)_quiere_algo_y_Ud._le_dice_que_espere_generalmente_espera_“tranquila(o)”
M34;Cuando_empezó_a_darle_el_pecho_al_niño
S471CE;Cuándo_enfermo_Ud._tenía_en_casa:_analgésico_antiinflamatorio
S471CB;Cuándo_enfermo_Ud._tenía_en_casa:_antibióticos
S471CA;Cuándo_enfermo_Ud._tenía_en_casa:_antihestamínico
S471CC;Cuándo_enfermo_Ud._tenía_en_casa:_antimaláricos
S471CD;Cuándo_enfermo_Ud._tenía_en_casa:_jarabe_para_la_tos
QI478E6;Cuando_está_con_ella/él,_Ud._le_habla_de_lo_que_están_haciendo_en_ese_momento
QI478F6;Cuando_está_con_ella_(el)_Ud._le_habla_de_lo_que_están_haciendo_en_ese_momento
QI478E8;Cuando_está_con_Ud.,_ella_(él)_generalmente_está_tensa_(o),_ansiosa_(o),_angustiada_(o),_indiferente_o_aburrida_(o)
H31B;Cuando_estuvo_enfermo_con_tos,_respiraba_más_rápido_con_respiraciones_cortas_y_rápidas
S804A;Cuando_fue_a_realizarse_la_prueba:_recibió_asesoramiento_antes_del_examen
V826;Cuando_fue_la_última_vez_que_se_examinó
V832C;Cuando_fue_la_última_vez_que_tuvo_relaciones_sexuales_con_esta_persona_(antepenúltima_pareja_sexual)
V832B;Cuando_fue_la_última_vez_que_tuvo_relaciones_sexuales_con_esta_persona_(penúltima_pareja_sexual)
D119XG;Cuando_la_han_maltrattado_pidió_ayuda_a:_abogado
D119K;Cuando_la_han_maltrattado_pidió_ayuda_a:_actual/ex_novio
D119L;Cuando_la_han_maltrattado_pidió_ayuda_a:_actual/ex_novio_solo
D119A;Cuando_la_han_maltrattado_pidió_ayuda_a:_actual_(ùltimo)_esposo_(compañero)
D119S;Cuando_la_han_maltrattado_pidió_ayuda_a:_amiga
D119XD;Cuando_la_han_maltrattado_pidió_ayuda_a:_amigo
D119T;Cuando_la_han_maltrattado_pidió_ayuda_a:_amigo_masculino
D119XA;Cuando_la_han_maltrattado_pidió_ayuda_a:_desconocido
D119XH;Cuando_la_han_maltrattado_pidió_ayuda_a:_doctor
D119W;Cuando_la_han_maltrattado_pidió_ayuda_a:_empleador
D119J;Cuando_la_han_maltrattado_pidió_ayuda_a:_esposo/compañero_actual/anterior
D119H;Cuando_la_han_maltrattado_pidió_ayuda_a:_familia_propia
D119F;Cuando_la_han_maltrattado_pidió_ayuda_a:_hermana
D119G;Cuando_la_han_maltrattado_pidió_ayuda_a:_hermano
D119D;Cuando_la_han_maltrattado_pidió_ayuda_a:_hija
D119E;Cuando_la_han_maltrattado_pidió_ayuda_a:_hijo
D119XF;Cuando_la_han_maltrattado_pidió_ayuda_a:_líder_religioso
D119M;Cuando_la_han_maltrattado_pidió_ayuda_a:_madrastra
D119B;Cuando_la_han_maltrattado_pidió_ayuda_a:_madre
D119I;Cuando_la_han_maltrattado_pidió_ayuda_a:_marido/pareja_de_familia
D119Y;Cuando_la_han_maltrattado_pidió_ayuda_a:_nadie
D119XB;Cuando_la_han_maltrattado_pidió_ayuda_a:_organización_de_servicios_sociales
D119Q;Cuando_la_han_maltrattado_pidió_ayuda_a:_otra_familiar_femenino_del_esposo
D119R;Cuando_la_han_maltrattado_pidió_ayuda_a:_otra_familiar_masculino_del_esposo
D119X;Cuando_la_han_maltrattado_pidió_ayuda_a:_otra_persona
D119XI;Cuando_la_han_maltrattado_pidió_ayuda_a:_otro_pariente_femenino
D119XJ;Cuando_la_han_maltrattado_pidió_ayuda_a:_otro_pariente_masculino
D119N;Cuando_la_han_maltrattado_pidió_ayuda_a:_padrastro
D119C;Cuando_la_han_maltrattado_pidió_ayuda_a:_padre
D119XE;Cuando_la_han_maltrattado_pidió_ayuda_a:_policía
D119V;Cuando_la_han_maltrattado_pidió_ayuda_a:_profesor
D119O;Cuando_la_han_maltrattado_pidió_ayuda_a:_suegra
D119P;Cuando_la_han_maltrattado_pidió_ayuda_a:_suegro
D119U;Cuando_la_han_maltrattado_pidió_ayuda_a:_vecino
QS829;Cuando_la_niña(o)_está_en_un_lugar_sin_techo,_haga_o_no_haga_calor,_con_qué_frecuencia_usa_gorro_con_visera,_sombrero_o_lentes_de_sol_nunca,_a_veces,_siempre
S804C;Cuando_le_dieron_resultados._Le_brindaron_consejería
S459B;Cuando_se_administró_la_primera_dosis_de_hepatitis
QI478F5;Cuando_se_le_pide_a_ella_(él)_que_haga_algo_sin_Ud._mostrarle_cómo_hacerlo:_lo_hace
QI478F4;Cuando_se_le_pide_a_ella_(él)_que_lleve_de_un_lugar_a_otro_un_objeto_que_conoce_como_alguno_de_sus_juguetes:_lo_hace
S1012B;Cuando_su_esposo/compañero_la_ha_agredido_o_golpeado_se_encontraba_bajo_los_efectos_de_licor_o_drogas
S427F;Cuando_tuvo_esas_complicaciones_recibió_atención_médica
QI478G3;Cuando_Ud._le_pide_a_ella_(él)_que_coja_un_objeto_que_no_está_a_la_vista_y_que_luego_lo_coloque_donde_Ud._le_indica_sin_mostrarle_cómo_hacerlo,_lo_hace
V467C;Cuando_Ud._se_enferma_es_un_gran_problema:_conseguir_el_dinero_para_el_tratamiento
V467B;Cuando_Ud._se_enferma_es_un_gran_problema:_conseguir_permiso_para_ir
V467D;Cuando_Ud._se_enferma_es_un_gran_problema:_lejanía_de_servicios_de_salud
V467F;Cuando_Ud._se_enferma_es_un_gran_problema:_no_querer_ir_sola
V467A;Cuando_Ud._se_enferma_es_un_gran_problema:_saber_a_dónde_ir
V467I;Cuando_Ud._se_enferma_es_un_gran_problema:_tal_vez_no_haya_medicamentos
V467H;Cuando_Ud._se_enferma_es_un_gran_problema:_tal_vez_no_haya_personal_de_salud
V467G;Cuando_Ud._se_enferma_es_un_gran_problema:_tal_vez_no_haya_personal_femenino
QI478E7;Cuando_usted_la(o)_carga_generalmente_se_tira_hacia_atrás,_se_niega_a_que_se_le_cargue,_se_pone_tiesa(o)_o_la_empuja
SH79;Cuantas_hectareas_(1_decimal)
V311;Cuantas_hijas_e_hijos_tenía_cuando_empezó_a_usar_el_primer_método_(Grupos)
V310;Cuantas_hijas_e_hijos_tenía_cuando_empezó_a_usar_el_primer_método_para_no_quedar_embarazada
V3A09A;Cuántas_pastillas_obtuvo_la_última_vez
QS218U;Cuántas_porciones_de_ensalada_de_frutas_comió_-_Unidad
QS220U;Cuántas_porciones_ensalada_verduras_comió_-_Unidad
QS214U;Cuántas_tajadas_o_racimos_de_fruta_comió_-_Unicad
QS811;Cuantas_veces_al_día_se_cepilla_los_dientes
M36;Cuantas_veces_le_dio_pecho_durante_el_día_de_ayer
M35;Cuantas_veces_le_dio_pecho_durante_la_noche_de_ayer
S473F;Cuántas_veces_recibió_tabletas_de_zinc
M63;Cuánto_tiempo_antes_del_parto_se_realizó_un_control_de_salud
V768A;Cuánto_tiempo_conoce_a_la_última_pareja
V768B;Cuánto_tiempo_conoce_a_otra_pareja_(1)
V768C;Cuánto_tiempo_conoce_a_otra_pareja_(2)
D109;Cuánto_tiempo_después_de_haberse_casado/unido_con_su_(último)_espso_(compañero)_empezaron_a_suceder_estas_cosas
M71;Cuánto_tiempo_después_del_parto_se_realizó_el_control_postnatal
M67;Cuánto_tiempo_después_del_parto_se_realizó_su_primer_chequeo_o_revisiòn_médica
V603;Cuánto_tiempo_le_gustaría_esperar_hasta_el_nacimiento_de_otro_hijo
V604;Cuánto_tiempo_le_gustaría_esperar_hasta_el_nacimiento_de_otro_hijo_(agrupado)
V104;Cuanto_tiempo_tiene_viviendo_continuamente_en_el_lugar_de_residencia_actual
S426FB;Cuanto_tiempo_transcurrió_desde_que_llegó_al_establecimeinto_hasta_que_fué_examinada_por_personal_de_salud.
S426FA;Cuánto_tiempo_transcurrió_hasta_llegar_al_establecimiento_para_dar_a_luz
MM6;Cuantos_años_hace_que_murio
QS205U;Cuántos_cigarrillos_fuma_a_diario_-_Unidad
V3A09B;Cuantos_Condónes_obtuvo__la_última_vez
QS219U;Cuántos_días_comió_ensalada_de_verduras_-_Unidad
QS217U;Cuántos_días_comió_ensalada_frutas_-_Unidad
QS213U;Cuántos_días_consumió_frutas_-_Unidad
H44B;Cuántos_días_después_de_que_la_diarrea_buscó_consejo_o_tratamiento
QS215U;Cuántos_días_tomó_jugo_de_frutas_-_Unidad
S411CA;Cuantos_meses_de_embarazo_tenía_cuando_se_realizó_el_primer_análisis_de_sangre
S411BA;Cuantos_meses_de_embarazo_tenía_cuando_se_realizó_la_primera_prueba_de_orina
S411DA;Cuantos_meses_de_embarazo_tenía_cuando_se_realizó_la_primera_prueba_de_Sífilis
S411EA;Cuantos_meses_de_embarazo_tenía_cuando_se_realizó_la_primera_prueba_de_VIH/SIDA
S410B;Cuantos_meses_de_embarazo_tenía_en_la_última_revisión_prenatal
QI411F;Cuántos_meses_de_embarazo_tenía_en_primera_prueba_para_descartar_Hepatitis_B
V233;Cuantos_meses_tenía_cuando_terminò_el_ùltimo_embarazo_(pèrdida,_aborto,_nacido_muerto)
S494A;Cuántos_paquetes_tiene
QS216U;Cuántos_vasos_de_jugo_tomo_-_Unidad
QSORDNIN4;Cuarta_niña_o_niño
M57B;Cuidado_prenatal:_otro_hogar
M57A;Cuidado_prenatal:_su_hogar
V482B;Cuidado_principal_de_hijos_menores_de_18_años
S489C;Cuidaría_a_parientes_si_se_enfermaran_con_la_TBC
D101G;D101G-CS_control
D101H;D101H-CS_control
D101I;D101I-CS_control
D101J;D101J-CS_control
D103E;D103E-Abuso_emocional_CS:_siempre
D103F;D103F-Abuso_emocional_CS:_siempre
D105K;D105K-CS:_violencia_física
D105L;D105L-CS:_violencia_física
D105M;D105M-CS:_violencia_física
D105N;D105N-CS:_violencia_física
D110F;D110F-Acción_CS:_por_el_acto_del_marido
D110G;D110G-Acción_CS:_por_el_acto_del_marido
D110H;D110H-Acción_CS:_por_el_acto_del_marido
D115T;D115T-Desde_cuando_tenía_15_años_de_edad_fue_maltratada__físicamente_por:_amigo
D115XD;D115XD-Desde_cuando_tenía_15_años_de_edad_fue_maltratada__físicamente_por:_amigo
D115XI;D115XI-Desde_cuando_tenía_15_años_de_edad_fue_maltratada__físicamente_por:_CS
D115XJ;D115XJ-Desde_cuando_tenía_15_años_de_edad_fue_maltratada__físicamente_por:_CS
D115XK;D115XK-Desde_cuando_tenía_15_años_de_edad_fue_maltratada__físicamente_por:_CS
D118XI;D118XI-Durante_el_embarazo_fue_maltratada_físicamente_por:_CS
D118XJ;D118XJ-Durante_el_embarazo_fue_maltratada_físicamente_por:_CS
D119XC;D119XC-Cuando_la_han_maltrattado_pidió_ayuda_a:_CS
D119XK;D119XK-Cuando_la_han_maltrattado_pidió_ayuda_a:_CS
S432AD;Day_affiliation_integral_health_insurance
V458;De_acuerdo_con_la_referencia
QI478E1;De_estas_figuras,_Cuál_o_cuáles_de_las_siguientes_acciones_generalmente_realiza
QI478F1;De_estas_figuras:_cuál_o_cuáles_son_las_que_generalmente_realiza
Q465DH;De_qué_forma_consume_los_Micronutriente
Q465EB_A8;De_que_forma_consumió_Micronutrientes_en_últimos_7d
S1030AE;De_qué_manera_castiga_padre_biológico_a_su(s)_hija(s)/hijo(s):_golpes_y_castigos_físicos
S1030AA;De_qué_manera_castiga_padre_biológico_a_su(s)_hija(s)/hijo(s):_palmadas
S1030AD;De_qué_manera_castiga_padre_biológico_a_su(s)_hija(s)/hijo(s):_privarlos_de_alimentos
S1030AC;"De_qué_manera_castiga_padre_biológico_a_su(s)_hija(s)/hijo(s):_prohibición_de_algo_que_les
gusta"
S1030AB;De_qué_manera_castiga_padre_biológico_a_su(s)_hija(s)/hijo(s):_reprimenda_verbal
QSORDNIND;Decimo_niño_o_niña
D115XG;Desde_cuando_tenía_15_años_de_edad_fue_maltratada__físicamente_por:_abogado
D115S;Desde_cuando_tenía_15_años_de_edad_fue_maltratada__físicamente_por:_amiga
D115XH;Desde_cuando_tenía_15_años_de_edad_fue_maltratada__físicamente_por:_doctor
D115W;Desde_cuando_tenía_15_años_de_edad_fue_maltratada__físicamente_por:_empleador
D115L;Desde_cuando_tenía_15_años_de_edad_fue_maltratada__físicamente_por:_ex_novio
D115J;Desde_cuando_tenía_15_años_de_edad_fue_maltratada__físicamente_por:_ex_pareja
D115XA;Desde_cuando_tenía_15_años_de_edad_fue_maltratada__físicamente_por:_extraño
D115F;Desde_cuando_tenía_15_años_de_edad_fue_maltratada__físicamente_por:_hermana
D115G;Desde_cuando_tenía_15_años_de_edad_fue_maltratada__físicamente_por:_hermano
D115D;Desde_cuando_tenía_15_años_de_edad_fue_maltratada__físicamente_por:_hija
D115E;Desde_cuando_tenía_15_años_de_edad_fue_maltratada__físicamente_por:_hijo
D115XE;Desde_cuando_tenía_15_años_de_edad_fue_maltratada__físicamente_por:_la_policía
D115XF;Desde_cuando_tenía_15_años_de_edad_fue_maltratada__físicamente_por:_líder_religioso
D115M;Desde_cuando_tenía_15_años_de_edad_fue_maltratada__físicamente_por:_madrastra
D115B;Desde_cuando_tenía_15_años_de_edad_fue_maltratada__físicamente_por:_madre
D115Y;Desde_cuando_tenía_15_años_de_edad_fue_maltratada__físicamente_por:_nadie_más_que_cónyuge
D115K;Desde_cuando_tenía_15_años_de_edad_fue_maltratada__físicamente_por:_novio_actual
D115Q;Desde_cuando_tenía_15_años_de_edad_fue_maltratada__físicamente_por:_otra_suegra
D115X;Desde_cuando_tenía_15_años_de_edad_fue_maltratada__físicamente_por:_otro
D115XB;Desde_cuando_tenía_15_años_de_edad_fue_maltratada__físicamente_por:_otro_familiar_femenino_del_esposo
D115XC;Desde_cuando_tenía_15_años_de_edad_fue_maltratada__físicamente_por:_otro_familiar_masculino_del_esposo
D115H;Desde_cuando_tenía_15_años_de_edad_fue_maltratada__físicamente_por:_otro_pariente_femenino
D115I;Desde_cuando_tenía_15_años_de_edad_fue_maltratada__físicamente_por:_otro_pariente_masculino
D115R;Desde_cuando_tenía_15_años_de_edad_fue_maltratada__físicamente_por:_otro_suegro
D115N;Desde_cuando_tenía_15_años_de_edad_fue_maltratada__físicamente_por:_padrastro
D115C;Desde_cuando_tenía_15_años_de_edad_fue_maltratada__físicamente_por:_padre
D115V;Desde_cuando_tenía_15_años_de_edad_fue_maltratada__físicamente_por:_profesor
D115O;Desde_cuando_tenía_15_años_de_edad_fue_maltratada__físicamente_por:_suegra
D115P;Desde_cuando_tenía_15_años_de_edad_fue_maltratada__físicamente_por:_suegro
D115U;Desde_cuando_tenía_15_años_de_edad_fue_maltratada__físicamente_por:_vecino
V605;Deseo_de_tener_más_hijos
M66;Después_del_parto_tuvo_algún_chequeo_o_revisiòn_médica
QI_CTRL_DIA.01;DIA.01_-_CRED_menor_de_un_mes
S466DC1;Día_-_Control__1
S466DC2;Día_-_Control__2
S466DC3;Día_-_Control__3
S466DC5;Día_-_Control__5
S466DC4;Día_-_Control_4
Q465EC_D1;Día_1ra_entrega_de_micronutrientes
Q465EC_D2;Día_2da_entrega_de_micronutrientes
Q465EC_D3;Día_3ra_entrega_de_micronutrientes
Q465EC_D4;Día_4ta_entrega_de_micronutrientes
Q465EC_D5;Día_5ta_entrega_de_micronutrientes
Q465EC_D6;Día_6ta_entrega_de_micronutrientes
HW17;Día_de_la_medición
H40D;Día_de_la_vitamina_A2
Q105DD;Dia_de_nacimeinto_de_la_entrevistada
QSDIA;Día_de_nacimiento
BD;Día_del_nacimiento
QS802CD;Dia_Nacimiento_niño/niña
H2D;Día_Vacuna_BCG
H46B;Días_después_de_que_la_fiebre_buscara_consejo_o_tratamiento
QS219C;Días_que_comió_ensalada_de_verduras
CONTROL_S;Diligenciar_Salud
H13;Dio_al_niño_sales_de_rehidratación_oral
SHDISTRI;Distrito
S239C;Documento_de_identificación:_DNI
S239E;Documento_de_identificación:_Libreta_Militar
S239F;Documento_de_identificación:_No_tiene
S239X;Documento_de_identificación:_Otro
S239A;Documento_de_identificación:_Partida_de_Nacimiento
S239B;Documento_de_identificación:_Tarjeta_de_Inscripción
S239D;Documento_de_identificación:_Tarjeta_de_Votación
HV023;Dominio
V023;Dominio_de_ejemplo_Departamento
H32U;Dónde_buscó_tratamiento_para_la_Fiebre/tos:_Amigo/pariente
H32O;Dónde_buscó_tratamiento_para_la_Fiebre/tos:_Botiquin_popular
H32B;Dónde_buscó_tratamiento_para_la_Fiebre/tos:_Centro_de_salud_MINSA
H32P;Dónde_buscó_tratamiento_para_la_Fiebre/tos:_Clínica/posta_de_ONG
H32D;Dónde_buscó_tratamiento_para_la_Fiebre/tos:_Clínica_móvil
H32S;Dónde_buscó_tratamiento_para_la_Fiebre/tos:_Comprar
H32L;Dónde_buscó_tratamiento_para_la_Fiebre/tos:_Consultorio_médico_particular
H32T;Dónde_buscó_tratamiento_para_la_Fiebre/tos:_Curandero
H32K;Dónde_buscó_tratamiento_para_la_Fiebre/tos:_Farmacia/botica
H32J;Dónde_buscó_tratamiento_para_la_Fiebre/tos:_Hospital/clínica_particular
H32Q;Dónde_buscó_tratamiento_para_la_Fiebre/tos:_Hospital/otro_de_la_Iglesia
H32I;Dónde_buscó_tratamiento_para_la_Fiebre/tos:_Hospital/otro_de_la_Municipalidad
H32F;Dónde_buscó_tratamiento_para_la_Fiebre/tos:_Hospital_ESSALUD
H32G;Dónde_buscó_tratamiento_para_la_Fiebre/tos:_Hospital_FF.A._y_PNP.
H32A;Dónde_buscó_tratamiento_para_la_Fiebre/tos:_Hospital_MINSA
H32M;Dónde_buscó_tratamiento_para_la_Fiebre/tos:_Móvil_privado
H32R;Dónde_buscó_tratamiento_para_la_Fiebre/tos:_Otro_médico_privado
H32X;Dónde_buscó_tratamiento_para_la_Fiebre/tos:_Otros
H32H;Dónde_buscó_tratamiento_para_la_Fiebre/tos:_Posta_ESSALUD
H32E;Dónde_buscó_tratamiento_para_la_Fiebre/tos:_Promotor_de_salud
H32C;Dónde_buscó_tratamiento_para_la_Fiebre/tos:_Puesto_de_salud_MINSA
H32Y;Dónde_buscó_tratamiento_para_la_Fiebre/tos:_Sin_tratamiento
H32N;Dónde_buscó_tratamiento_para_la_Fiebre/tos:_Trabajador_de_salud
H32Z;Dónde_buscó_tratamiento_para_la_Fiebre/tos:_Tratamiento_médico
S817GM;Dónde_fue_a_recibir_tratamiento:_Hospital/Otro_de_la_Iglesia
S817GG;Dónde_fue_a_recibir_tratamiento:_Hospital/Otro_de_la_Municipalidad
S817GF;Dónde_fue_a_recibir_tratamiento:_Hospital/Otros_FFAA_o_PNP
S446AB;Donde_guardó_el_biberón
QS313;Donde_le_atendieron_la_última_vez
QS823;Donde_le_diagnosticaron_el_problema_de_visión_a_la_niña(o)
QS819;Donde_le_evaluaron_o_midieron_la_vista_a_la_niña(o)_la_última_vez
M73;Dónde_le_hicieron_la_revisión_médica_al_bebé_por_1era_vez
QS108;Donde_le_midieron_el_azúcar_o_glucosa_en_la_sangre,_última_vez
QS101;Donde_le_midieron_la_Presión_Arterial
QS407;Donde_le_realizaron_el_chequeo
S466B;Dónde_le_realizaron_el_control_de_crecimiento_y_desarrollo
QS805;Donde_lo_atendieron
QS807;Donde_recibió_la_información
S448B;Dónde_se_almacenó_la_comida
M69;Donde_se_chequeo_Ud.
SH58;Dónde_tira_la_basura?
V321;Duración_conyugal_en_la_esterilización
M8;Duración_de_la_abstinencia
M6;Duración_de_la_amenorrea
M4;Duración_de_la_lactancia
V019;Duración_del_calendario
Q220A;Duración_del_embarazo
V214;Duración_del_embarazo_actual
V513;Duración_del_matrimonio_(agrupado)
M45;Durante_el_embarazo,_le_administraron_hierro
M47;Durante_el_embarazo,_tuvo_dificultad_para_ver_objetos_o_personas_siendo_de_día
M48;Durante_el_embarazo,_tuvo_dificultad_para_ver_objetos_o_personas_siendo_de_noche
M49Z;Durante_el_embarazo:_no_tomó_medicamento_para_la_malaria
M49B;Durante_el_embarazo_-_tomó_cloroquina_para_la_malaria
M49A;Durante_el_embarazo_-_tomó_fansidar_para_la_malaria
M49C;Durante_el_embarazo_-_tomó_medicamento_para_la_malaria
M49X;Durante_el_embarazo_-_tomó_otro_medicamento_para_la_malaria
QI422A_D;Durante_el_embarazo_consumió_hierro
M1;Durante_el_embarazo_cuantas_dosis_contra_el_tétano_le_aplicaron
S413;Durante_el_embarazo_estaba_afiliada_al_SIS
D118XG;Durante_el_embarazo_fue_maltratada_físicamente_por:_abogado
D118A;Durante_el_embarazo_fue_maltratada_físicamente_por:_actual_(ùltimo)_esposo/compañero
D118XD;Durante_el_embarazo_fue_maltratada_físicamente_por:_amiga
D118S;Durante_el_embarazo_fue_maltratada_físicamente_por:_amiga/conocida
D118T;Durante_el_embarazo_fue_maltratada_físicamente_por:_amigo/conocido
D118XH;Durante_el_embarazo_fue_maltratada_físicamente_por:_doctor
D118W;Durante_el_embarazo_fue_maltratada_físicamente_por:_empleador(a)
D118L;Durante_el_embarazo_fue_maltratada_físicamente_por:_ex_novio
D118J;Durante_el_embarazo_fue_maltratada_físicamente_por:_ex-esposo/exc-ompañero
D118XA;Durante_el_embarazo_fue_maltratada_físicamente_por:_extraño(a)
D118F;Durante_el_embarazo_fue_maltratada_físicamente_por:_hermana
D118G;Durante_el_embarazo_fue_maltratada_físicamente_por:_hermano
D118D;Durante_el_embarazo_fue_maltratada_físicamente_por:_hija
D118E;Durante_el_embarazo_fue_maltratada_físicamente_por:_hijo
D118XF;Durante_el_embarazo_fue_maltratada_físicamente_por:_líder_religioso
D118M;Durante_el_embarazo_fue_maltratada_físicamente_por:_madrastra
D118B;Durante_el_embarazo_fue_maltratada_físicamente_por:_madre
D118V;Durante_el_embarazo_fue_maltratada_físicamente_por:_maestra(o)/profesor(a)
D118Y;Durante_el_embarazo_fue_maltratada_físicamente_por:_nadie
D118K;Durante_el_embarazo_fue_maltratada_físicamente_por:_novio_actual
D118X;Durante_el_embarazo_fue_maltratada_físicamente_por:_otra_persona
D118XB;Durante_el_embarazo_fue_maltratada_físicamente_por:_otro_familiar_femenino_del_esposo
D118XC;Durante_el_embarazo_fue_maltratada_físicamente_por:_otro_familiar_masculino_del_esposo
D118H;Durante_el_embarazo_fue_maltratada_físicamente_por:_otro_pariente_femenino
D118I;Durante_el_embarazo_fue_maltratada_físicamente_por:_otro_pariente_masculino
D118Q;Durante_el_embarazo_fue_maltratada_físicamente_por:_otro_suegra
D118R;Durante_el_embarazo_fue_maltratada_físicamente_por:_otro_suegro
D118N;Durante_el_embarazo_fue_maltratada_físicamente_por:_padrastro
D118C;Durante_el_embarazo_fue_maltratada_físicamente_por:_padre
D118XE;Durante_el_embarazo_fue_maltratada_físicamente_por:_policía
D118O;Durante_el_embarazo_fue_maltratada_físicamente_por:_suegra
D118P;Durante_el_embarazo_fue_maltratada_físicamente_por:_suegro
D118U;Durante_el_embarazo_fue_maltratada_físicamente_por:_vecina
QI422A_B;Durante_el_embarazo_le_diagnosticaron__anemia
QI422A_C;Durante_el_embarazo_le_indicaron_tratamiento_con_hierro
QI422A_A;Durante_el_embarazo_se_realizó_una_prueba_para_descartar_anemia
M60;Durante_el_embarazo_tomó_medicamentos_contra_parásitos_intestinales
M70;Durante_el_primer_mes_le_hicieron_al_bebe_algún_control_médico
QS837;Durante_este_año,_alguna_vez_la_niña(o)_no_quiso_ir_al_colegio_por_miedo_a_que_alguien_le_pegue
S472AA;Durante_la_diarrea_tuvo_síntomas_o_dolencias_como:_Intranquilo
S472AC;Durante_la_diarrea_tuvo_síntomas_o_dolencias_como:_Lloraba_sin_lágrimas
S472AD;Durante_la_diarrea_tuvo_síntomas_o_dolencias_como:_Piel_reseca
S472AB;Durante_la_diarrea_tuvo_síntomas_o_dolencias_como:_Sediento
M55N;Durante_los_primeros_3_días,_le_dieron_de_tomar:_país_específico
M55D;Durante_los_primeros_3_días_despues_del_parto,_le_dieron_de_tomar:_agua
M55E;Durante_los_primeros_3_días_despues_del_parto,_le_dieron_de_tomar:_agua_azucarada
M55B;Durante_los_primeros_3_días_despues_del_parto,_le_dieron_de_tomar:_agua_sola
M55C;Durante_los_primeros_3_días_despues_del_parto,_le_dieron_de_tomar:_dextrosa_glucosada
M55G;Durante_los_primeros_3_días_despues_del_parto,_le_dieron_de_tomar:_fórmula_para_bebes
M55F;Durante_los_primeros_3_días_despues_del_parto,_le_dieron_de_tomar:_jugo_de_fruta
M55A;Durante_los_primeros_3_días_despues_del_parto,_le_dieron_de_tomar:_leche,_diferente_a_la_leche_materna
M55I;Durante_los_primeros_3_días_despues_del_parto,_le_dieron_de_tomar:_miel
M55Z;Durante_los_primeros_3_días_despues_del_parto,_le_dieron_de_tomar:_nada
M55X;Durante_los_primeros_3_días_despues_del_parto,_le_dieron_de_tomar:_otro
M55H;Durante_los_primeros_3_días_despues_del_parto,_le_dieron_de_tomar:_té/infusiones
V763C;Durante_los_últimos_12_meses,_usted_ha_tenido_algùn_flujo_o_secreción_genital_que_olìa_mal
V763B;Durante_los_últimos_12_meses,_usted_ha_tenido_alguna_llaga_o_úlceras_en_sus_genitales
QI440B;Durante_primeros_6_meses,_solo_recibió_leche_materna
M42A;Durante_su_embarazo_Durante_su_embarazo_en_alguno_de_sus_controles:_La_pesaron
